activity,fpr,tpr,auc
ensemble,0.12575841147269717,0.9976594499707431,0.9973418684444347
ensemble,0.13789299503585217,0.9976594499707431,0.9973418684444347
ensemble,0.13789299503585217,0.9982445874780573,0.9973418684444347
ensemble,0.14340871483728626,0.9982445874780573,0.9973418684444347
ensemble,0.14340871483728626,0.9988297249853716,0.9973418684444347
ensemble,0.1643684500827358,0.9988297249853716,0.9973418684444347
ensemble,0.1643684500827358,0.9994148624926857,0.9973418684444347
ensemble,0.20132377275234417,0.9994148624926857,0.9973418684444347
ensemble,0.20132377275234417,1.0,0.9973418684444347
ensemble,1.0,1.0,0.9973418684444347
activity_tm_3kmh,0.0,0.0,0.9865327705638817
activity_tm_3kmh,0.0,0.0006134969325153375,0.9865327705638817
activity_tm_3kmh,0.0,0.2,0.9865327705638817
activity_tm_3kmh,0.0005977286312014345,0.5895705521472393,0.9865327705638817
activity_tm_3kmh,0.001195457262402869,0.5895705521472393,0.9865327705638817
activity_tm_3kmh,0.0017931858936043037,0.6,0.9865327705638817
activity_tm_3kmh,0.0017931858936043037,0.6049079754601226,0.9865327705638817
activity_tm_3kmh,0.002390914524805738,0.6049079754601226,0.9865327705638817
activity_tm_3kmh,0.002988643156007173,0.6147239263803681,0.9865327705638817
activity_tm_3kmh,0.002988643156007173,0.6190184049079754,0.9865327705638817
activity_tm_3kmh,0.0035863717872086074,0.6607361963190184,0.9865327705638817
activity_tm_3kmh,0.0041841004184100415,0.6607361963190184,0.9865327705638817
activity_tm_3kmh,0.0041841004184100415,0.6656441717791411,0.9865327705638817
activity_tm_3kmh,0.004781829049611476,0.6815950920245398,0.9865327705638817
activity_tm_3kmh,0.005379557680812911,0.6815950920245398,0.9865327705638817
activity_tm_3kmh,0.005977286312014346,0.7006134969325153,0.9865327705638817
activity_tm_3kmh,0.005977286312014346,0.7098159509202454,0.9865327705638817
activity_tm_3kmh,0.00657501494321578,0.7184049079754601,0.9865327705638817
