target,activity,gender,metric,source,seed,value
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,10,0.3161884602909394
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,11,0.2953407876246007
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,12,0.3193945071965641
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,13,0.3150097043577899
total_scan_vat_area,activity_stationary_walk,female,pearson_r,features,14,0.2905681896606036
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,0,0.3261462610005195
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,1,0.3286407102780428
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,2,0.3371563701400178
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,3,0.3250741562257038
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,4,0.3433715441408066
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,5,0.3303287767319338
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,6,0.3399367440066235
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,7,0.3730384152270962
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,8,0.3120964328574307
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,9,0.3220301517486811
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,10,0.3739554037062677
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,11,0.3543836995716607
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,12,0.3171549930212684
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,13,0.333270819565827
total_scan_vat_area,activity_sit_to_stand,all,pearson_r,features,14,0.3275247131181095
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,0,0.2157937077285877
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,1,0.2889232419688751
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,2,0.2879410058634946
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,3,0.2870766877153939
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,4,0.2926711406579865
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,5,0.2192927552548654
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,6,0.2306427257581561
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,7,0.2850647441958102
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,8,0.1805699279665503
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,9,0.1980137288322683
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,10,0.2917048373015271
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,11,0.2967182939255643
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,12,0.1919772127495811
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,13,0.219900524944922
total_scan_vat_area,activity_sit_to_stand,male,pearson_r,features,14,0.215510757280869
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,0,0.209257949574617
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,1,0.1743852347625939
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,2,0.1841194612237662
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,3,0.1712779146274577
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,4,0.189468782281505
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,5,0.2089064174936647
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,6,0.2273576492278837
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,7,0.2319591422486799
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,8,0.2230594864691291
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,9,0.2267980901993268
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,10,0.2250982263589953
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,11,0.2005432825615393
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,12,0.2233224920674436
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,13,0.2160749178534337
total_scan_vat_area,activity_sit_to_stand,female,pearson_r,features,14,0.2207419483351921
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,0,0.349502398546777
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,1,0.3553586385367043
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,2,0.3545272021047284
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,3,0.3494516170313147
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,4,0.3565665777654141
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,5,0.3550658074611095
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,6,0.3499631809750431
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,7,0.3545295243002584
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,8,0.35164262465372
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,9,0.3525214455510171
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,10,0.3578926617690655
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,11,0.3454026547194853
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,12,0.3563586912030289
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,13,0.346453337982649
total_scan_vat_area,activity_romberg_closed,all,pearson_r,features,14,0.3597514229539002
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,0,0.1911608234842015
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,1,0.2007646261291732
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,2,0.1964059511597937
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,3,0.1904447928169922
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,4,0.2071826281367297
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,5,0.1946255371255763
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,6,0.2004924109798234
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,7,0.2014086973546573
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,8,0.2066608600340751
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,9,0.1873117361634149
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,10,0.2015811201402527
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,11,0.1945730345934396
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,12,0.2139473603646307
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,13,0.1815106525688759
total_scan_vat_area,activity_romberg_closed,male,pearson_r,features,14,0.2041103221129641
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,0,0.190745123617046
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,1,0.1930860752026665
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,2,0.1951309857507152
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,3,0.1880359050018489
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,4,0.1934188388406061
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,5,0.1990280489613631
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,6,0.1826472471725451
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,7,0.1912149152684911
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,8,0.1803716486999313
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,9,0.1986928689312426
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,10,0.199644777692409
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,11,0.1707645334065823
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,12,0.1868470203254102
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,13,0.1853159124409091
total_scan_vat_area,activity_romberg_closed,female,pearson_r,features,14,0.2041871082366466
total_scan_vat_area,ensemble,all,pearson_r,features,0,0.505407569666804
total_scan_vat_area,ensemble,all,pearson_r,features,1,0.5039334673717877
total_scan_vat_area,ensemble,all,pearson_r,features,2,0.5047538022429935
total_scan_vat_area,ensemble,all,pearson_r,features,3,0.5039483135881785
total_scan_vat_area,ensemble,all,pearson_r,features,4,0.4970718822770899
total_scan_vat_area,ensemble,all,pearson_r,features,5,0.5033051455227162
total_scan_vat_area,ensemble,all,pearson_r,features,6,0.5129818215892907
total_scan_vat_area,ensemble,all,pearson_r,features,7,0.5076785598322098
total_scan_vat_area,ensemble,all,pearson_r,features,8,0.5081350883682753
total_scan_vat_area,ensemble,all,pearson_r,features,9,0.5105817345950497
total_scan_vat_area,ensemble,all,pearson_r,features,10,0.5095411119789556
total_scan_vat_area,ensemble,all,pearson_r,features,11,0.5036291111499133
total_scan_vat_area,ensemble,all,pearson_r,features,12,0.5093007085607578
total_scan_vat_area,ensemble,all,pearson_r,features,13,0.51405968432352
total_scan_vat_area,ensemble,all,pearson_r,features,14,0.5095665573110908
total_scan_vat_area,ensemble,male,pearson_r,features,0,0.4788118493197307
total_scan_vat_area,ensemble,male,pearson_r,features,1,0.497141717194285
total_scan_vat_area,ensemble,male,pearson_r,features,2,0.4954443096001236
total_scan_vat_area,ensemble,male,pearson_r,features,3,0.5025927021981742
total_scan_vat_area,ensemble,male,pearson_r,features,4,0.4762647646057916
total_scan_vat_area,ensemble,male,pearson_r,features,5,0.476659075683213
total_scan_vat_area,ensemble,male,pearson_r,features,6,0.4827029947160293
total_scan_vat_area,ensemble,male,pearson_r,features,7,0.4984158345942068
total_scan_vat_area,ensemble,male,pearson_r,features,8,0.4740825111806515
total_scan_vat_area,ensemble,male,pearson_r,features,9,0.4811958597398346
total_scan_vat_area,ensemble,male,pearson_r,features,10,0.5014833753549696
total_scan_vat_area,ensemble,male,pearson_r,features,11,0.4986321390643586
total_scan_vat_area,ensemble,male,pearson_r,features,12,0.4726322354594262
total_scan_vat_area,ensemble,male,pearson_r,features,13,0.4942410668474047
total_scan_vat_area,ensemble,male,pearson_r,features,14,0.4874404569808631
total_scan_vat_area,ensemble,female,pearson_r,features,0,0.415933919330849
total_scan_vat_area,ensemble,female,pearson_r,features,1,0.4122051786397883
total_scan_vat_area,ensemble,female,pearson_r,features,2,0.4182244211741124
total_scan_vat_area,ensemble,female,pearson_r,features,3,0.4032966476508905
total_scan_vat_area,ensemble,female,pearson_r,features,4,0.4106910938279001
total_scan_vat_area,ensemble,female,pearson_r,features,5,0.4324774853818776
total_scan_vat_area,ensemble,female,pearson_r,features,6,0.4390756563222044
total_scan_vat_area,ensemble,female,pearson_r,features,7,0.4308654681069815
total_scan_vat_area,ensemble,female,pearson_r,features,8,0.4290795951768748
total_scan_vat_area,ensemble,female,pearson_r,features,9,0.4339370129402029
total_scan_vat_area,ensemble,female,pearson_r,features,10,0.4286113894471824
total_scan_vat_area,ensemble,female,pearson_r,features,11,0.4111230930603204
total_scan_vat_area,ensemble,female,pearson_r,features,12,0.437111939706872
total_scan_vat_area,ensemble,female,pearson_r,features,13,0.4258356604232339
total_scan_vat_area,ensemble,female,pearson_r,features,14,0.4205878490525239
